1,0,07:10-08:00
2,1,08:10-09:00
3,2,09:10-10:00
4,3,10:10-11:00
5,4,11:10-12:00
6,5,12:10-13:00
7,6,13:10-14:00
8,7,14:10-15:00
9,8,15:10-16:00
10,9,16:10-17:00
11,A,17:10-18:00
12,B,18:40-19:30
13,C,19:35-20:25
14,D,20:30-21:20
15,E,21:25-22:15
16,F,22:20-23:10
