1,1,08:30-09:20
2,2,09:25-10:15
3,3,10:25-11:15
4,4,11:20-12:10
5,5,13:10-14:00
6,6,14:10-15:00
7,7,15:10-16:00
8,8,16:10-17:00
9,9,17:05-17:55
10,A,18:00-18:45
11,B,18:45-19:30
12,C,19:40-20:25
13,D,20:25-21:10
14,E,21:15-22:00
