1,1,08:20-09:10
2,2,09:20-10:10
3,3,10:20-11:10
4,4,11:20-12:10
5,5,12:20-13:10
6,6,13:20-14:10
7,7,14:20-15:10
8,8,15:20-16:10
9,9,16:20-17:10
10,10,17:10-18:10
11,11,18:20-19:10
12,12,19:20-20:10
13,13,20:20-21:10
