1,1,08:10-09:00
2,2,09:10-10:00
3,3,10:10-11:00
4,4,11:10-12:00
5,5,13:10-14:00
6,6,14:10-15:00
7,7,15:10-16:00
8,8,16:10-17:00
9,9,17:10-18:00
10,A,18:20-19:10
11,B,19:15-20:05
12,C,20:10-21:00
13,D,21:05-21:55
