1,1,08:20-09:10
2,2,09:20-10:10
3,3,10:20-11:10
4,4,11:20-12:10
5,5,13:10-14:00
6,6,14:10-15:00
7,7,15:10-16:00
8,8,16:10-17:00
9,9,17:10-18:00
