1,A01,08:20-09:10
2,A02,09:20-10:10
3,A03,10:20-11:10
4,A04,11:20-12:10
5,A05,12:20-13:10
6,A06,13:20-14:10
7,A07,14:20-15:10
8,A08,15:20-16:10
9,A09,16:20-17:10
10,X01,17:20-18:10
11,B01,18:20-19:05
12,B02,19:10-19:55
13,B03,20:05-20:50
14,B04,20:55-21:40
