1,Ｘ,07:10-08:00
2,１,08:10-09:00
3,２,09:10-10:00
4,３,10:10-11:00
5,４,11:10-12:00
6,５,13:30-14:20
7,６,14:30-15:20
8,７,15:30-16:20
9,８,16:30-17:20
10,A,17:30-18:20
11,B,18:30-19:20
12,C,19:30-20:20
13,D,20:30-21:20
