1,1,08:10-09:00
2,2,09:10-10:00
3,3,10:10-11:00
4,4,11:10-12:00
5,5,13:00-13:50
6,6,13:55-14:45
7,7,14:55-15:45
8,8,15:50-16:40
9,9,16:45-17:35
10,X,17:40-18:30
11,A,18:20-19:05
12,B,19:05-19:50
13,C,20:00-20:45
14,D,20:45-21:30
15,E,21:30-22:15
