0,0,07:30-08:00
1,1,08:00-08:50
2,2,08:55-09:45
3,3,09:55-10:45
4,4,10:50-11:40
5,5,11:45-12:25
6,6,12:30-13:20
7,7,13:25-14:15
8,8,14:25-15:15
9,9,15:20-16:10
10,10,16:20-17:10
11,11,17:20-18:10
12,12,18:30-19:15
13,13,19:20-20:05
14,14,20:10-20:55
15,15,21:00-21:40
