1,1,08:20-09:05
2,2,09:10-09:55
3,3,10:10-10:45
4,4,10:50-11:35
5,5,11:40-12:25
6,6,13:00-13:45
7,7,13:45-14:30
8,8,14:40-15:25
9,9,15:25-16:10
10,10,16:20-17:05
11,11,17:05-17:50
12,12,18:30-19:15
13,13,19:15-20:00
14,14,20:10-20:55
15,15,20:55-21:40
