1,1,08:20-09:10
2,2,09:20-10:10
3,3,10:20-11:10
4,4,11:20-12:10
5,5,13:00-13:50
6,6,14:00-14:50
7,7,15:00-15:50
8,8,16:00-16:50
9,9,17:00-17:50
10,A,18:20-19:05
11,B,19:05-19:50
12,C,19:55-20:40
13,D,20:45-21:30
14,E,21:30-22:15
