1,1,08:10-09:00
2,2,09:10-10:00
3,3,10:10-11:00
4,4,11:10-12:00
5,5,12:30-13:20
6,6,13:30-14:20
7,7,14:30-15:20
8,8,15:30-16:20
9,9,16:30-17:20
10,10,17:30-18:20
11,11,18:40-19:25
12,12,19:30-20:15
13,13,20:25-21:10
14,14,21:15-22:00
