0,0,07:30-08:10
1,1,08:10-09:00
2,2,09:10-10:00
3,3,10:10-11:00
4,4,11:10-12:00
5,5,13:10-13:55
6,6,14:05-14:50
7,7,15:00-15:45
8,8,15:55-16:40
9,9,16:55-17:40
