1,A,07:00-07:50
2,1,08:10-09:00
3,2,09:10-10:00
4,3,10:10-11:00
5,4,11:10-12:00
6,B,12:10-13:00
7,5,13:10-14:00
8,6,14:10-15:00
9,7,15:10-16:00
10,8,16:10-17:00
11,9,17:10-18:00
12,C,18:20-19:10
13,D,19:15-20:05
14,E,20:10-21:00
15,F,21:05-21:55
