1,1,08:10-09:00
2,2,09:10-10:00
3,3,10:10-11:00
4,4,11:10-12:00
5,F,12:10-13:00
6,5,13:20-14:10
7,6,14:20-15:10
8,7,15:20-16:10
9,8,16:20-17:10
10,9,17:20-18:10
11,A,18:30-19:15
12,B,19:20-20:05
13,C,20:10-20:55
14,D,21:00-21:45
