1,M,07:30-08:20
2,1,08:30-09:20
3,2,09:30-10:20
4,3,10:30-11:20
5,4,11:30-12:20
6,N,12:30-13:20
7,5,13:30-14:20
8,6,14:30-15:20
9,7,15:30-16:20
10,8,16:30-17:20
11,9,17:30-18:20
12,10,18:30-19:20
13,11,19:30-20:20
14,12,20:30-21:20
15,13,21:30-22:20
