1,1,08:20-09:10
2,2,09:15-10:05
3,3,10:15-11:05
4,4,11:10-12:00
5,5,13:20-14:10
6,6,14:15-15:05
7,7,15:15-16:05
8,8,16:10-17:00
9,9,18:20-19:05
10,10,17:10-18:00
11,11,20:05-20:55
12,12,20:55-21:35
