1,1,08:00-08:50
2,2,09:00-09:50
3,3,10:00-10:50
4,4,11:00-11:50
5,Z,12:00-12:50
6,5,13:00-13:50
7,6,14:00-14:50
8,7,15:00-15:50
9,8,16:00-16:50
10,9,17:00-17:50
11,A,18:00-18:50
12,B,19:00-19:50
13,C,20:00-20:50
