1,1,08:00-08:50
2,2,09:00-09:50
3,3,10:00-10:50
4,4,11:00-11:50
5,5,12:30-13:20
6,6,13:00-13:50
7,7,14:00-14:50
8,8,15:00-15:50
9,9,16:00-16:50
