1,M,06:00-06:50
2,N,07:00- 07:50
3,A,08:00-08:50
4,B,09:00-09:50
5,C,10:10-11:00
6,D,11:10-12:00
7,X,12:30-13:20
8,E,13:30-14:20
9,F,14:30-15:20
10,G,15:40-16:30
11,H,16:40-17:30
12,Y,17:40-18:30
13,I,18:30-19:20
14,J,19:30-20:20
15,K,20:30-21:20
16,L,21:30-22:20
