1,A,06:10-07:00
2,B,07:10-08:00
3,1,08:10-09:00
4,2,09:10-10:00
5,3,10:10-11:00
6,4,11:10-12:00
7,C,12:10-13:00
8,D,13:10-14:00
9,5,14:10-15:00
10,6,15:10-16:00
11,7,16:10-17:00
12,8,17:10-18:00
13,E,18:10-19:00
14,F,19:10-20:00
15,G,20:10-21:00
16,H,21:10-22:00
