1,早坐,04:50-05:50
2,早課,06:00-06:40
3,01,08:10-09:00
4,02,09:10-10:00
5,03,10:10-11:00
6,04,11:10-12:00
7,午,12:10-13:00
8,05,13:10-14:00
9,06,14:10-15:00
10,07,15:10-16:00
11,08,16:10-17:00
12,晚,17:10-18:00
13,09,18:10-19:00
14,10,19:10-20:00
15,晚課,20:00-20:40
16,晚坐,21:00-21:40
