1,1,08:20-09:10
2,2,09:15-10:05
3,3,10:15-11:05
4,4,11:10-12:00
5,5,12:00-13:00
6,6,13:00-13:50
7,7,13:55-14:45
8,8,14:55-15:45
9,9,15:55-16:40
10,10,16:50-17:40
